message_id,date,text,urls,has_photo,views
28600,2026-03-08T08:18:34+00:00,"🎙 President Vladimir Putin congratulated Russian women on International Women’s Day (March 8, 2026) 
 
 On March 7, Russia's President held a meeting at the Kremlin with women serving the Motherland on the front lines and beyond – military personnel, doctors, war correspondents, artists & professionals from across the country. 
 
 💬 Vladimir Putin: We always celebrate this holiday with the warmest and most heartfelt feelings. 
 
 We admire our wonderful women and express our love, appreciation and gratitude from the bottom of our hearts. 
 
 Women make the world better and kinder with their generosity, compassion and genuine female wisdom. A mother’s love remains in every person’s heart for a lifetime – it warms us, multiplies our joyful emotions and gives us strength in the most difficult moments. 
 
 There are no heights beyond the reach of our women. You achieve remarkable success in many different professions. And when circumstances demand it – you demonstrate exceptional resilience, determination and strong leadership. 
 
 You never hesitate to help those who need your assistance, surrounding your families and loved ones with care and attention and dedicating yourselves to educating children. 
 
 Of course, managing to strike us with your beauty and charm while doing hard work, showing commitment and stamina is a formidable task, but you have succeeded in it. 
 
 It is essential that we recognise and understand this. As for us, we reaffirm our commitment to create all the necessary conditions, both at the state level and, no doubt, in our families to enable women to strike a balance between motherhood and professional excellence, empowering them to fulfil their potential so that they do not have to wait too long before they can experience the joy of having a family, becoming a spouse and a mother. 
 
 On a special note, I would like to congratulate women who are performing their duties in the special military operation zone and are facing extreme hardship while working in Donbass and Novorossiya and in our border regions. Wherever you find yourselves, you have been demonstrating valour and courage, selflessness and strength of spirit. You have my sincere and heartfelt gratitude for that. 
 
 Dear women, 
 
 The sky is the limit for you. You are sources of creation and development, and you combine resilience with tenderness. Your commitment to create a better future for your children inspires all of us to keep moving forward. 
 
 I wish you happiness with those dear to you, success in everything that matters to you, and sound health and well-being to you and your loved ones. 
 
 💐 Happy holiday! Happy International Women’s Day! 
 
 #InternationalWomensDay #March8",http://en.kremlin.ru/events/president/news/79275|http://en.kremlin.ru/events/president/news/79265|?q=%23InternationalWomensDay|?q=%23March8,True,3.98K
28601,2026-03-08T09:00:41+00:00,"The Russian Foreign Ministry wishes a very happy International Women's Day to all the women worldwide! You're are breathtaking! 
 
 Dear women, dear colleagues, loved ones & family members — we wish you all the best 💐 
 
 May you enjoy happiness and love ❤️ 
 
 #IWD2026 #WomensDay",https://t.me/MFARussia|?q=%23IWD2026|?q=%23WomensDay,True,4.72K
28602,2026-03-08T11:00:01+00:00,"🎙 Russian Foreign Minister Sergey Lavrov's answer to a media question from the programme “Moscow. Kremlin. Putin” (March 8, 2026, Moscow) 
 
 ❓ Question: What kind of world are we all living in now? 
 
 💬 Sergey Lavrov: We are trying to understand what kind of world we are living in. That is precisely why I have spoken on this topic several times already. 
 
 We proceed from the assumption that the US should explain its plans and how the current events correlate with what previously defined certain norms. 
 
 Russia's President Vladimir Putin proposed quite some time ago – even before the COVID-19 pandemic – convening a Summit of the permanent UN Security Council members. 
 
 ❗️ It seems to me that now is high time to implement this idea.",https://mid.ru/ru/foreign_policy/news/2084675/|https://t.me/zarubinreporter/4752|http://en.kremlin.ru/events/president/news/63888,False,2.68K
28603,2026-03-08T11:35:49+00:00,"🇷🇺 🥾 🇱🇸 The Russian Embassy in South Africa and the Kingdom of Lesotho is participating in the annual Moshoeshoe Walk in the Kingdom of Lesotho. 
 
 Ahead of the King’s trek to Thaba Bosiu , the historic Mountain of the Night, Russian diplomat Ilya Baranov spoke with a Lesotho radio station and shared his impressions of the event. 
 
 “Today I am excited to join hundreds of Basotho walking along the heritage path of King Moshoeshoe I, the founder of the Basotho nation. 
 
 Personally, I find it inspiring when a journey on foot becomes an immersive exploration of tradition, folklore and nature – and the Moshoeshoe Walk offers exactly that. 
 
 In this regard, Russia and Lesotho have much in common. Both our nations understand and cherish the importance of reconnecting with our legacy through landscape and history. 
 
 For instance, back home, in Moscow, I hiked the Doroga v Lavru, an ancient Russian pilgrimage route stretching from the Red Square to the Trinity Lavra of St Sergius, one of Russia’s most important spiritual centres.” 
 
 🤩 🤝 We thank our friends in Lesotho for the opportunity to take part in this meaningful event and to walk along the historic path of King Moshoeshoe I together with the Basotho people. 
 
 #RussiaLesotho #MoshoeshoeWalk2026",?q=%23RussiaLesotho|?q=%23MoshoeshoeWalk2026,True,2.1K
28607,2026-03-08T11:44:03+00:00,"🇷🇺 Russian Paralympic Committee : 
 
 The Russian athletes are giving their all at the 2026 Paralympic Games – off to a great start! 
 
 On the first day of competition, Russia’s team won two bronze medals in alpine skiing: 
 
 🥉 Varvara Voronchikhina 
 🥉 Alexey Bugaev 
 
 📸 © Dmitry Chelyapin",https://t.me/russianparalymp/17186|https://www.paralympic.org/milano-cortina-2026|https://matchtv.ru/author/dmitrii-cheliapin,True,2.74K
28612,2026-03-08T13:04:18+00:00,"🇷🇺 🇳🇬 Embassy of Russia in Nigeria: 
 
 🕯 We were deeply saddened to learn about the attack by armed terrorists on the Christian village of Turan in Benue State during the Great Lent. 
 
 According to preliminary reports, 10 people were killed , 2 of them were members of the Russian Orthodox Church community. 
 
 According to reports from the Patriarchal Exarchate of Africa , there were 50 Orthodox Christians living in Turan, 20 of whom were children . 
 
 The Patriarchal Exarchate of Africa of the Russian Orthodox Church has launched an urgent fundraising campaign . 
 
 ❗️ Donations can be made on the Patriarchal Exarchate of Africa's official website available via this LINK . 
 
 The raised funds will go to the families of those who lost their lives, as well as to Orthodox Christians from this community who have lost homes.",https://t.me/RussEmbNigeria/6380|https://exarchate-africa.ru/en/|https://exarchate-africa.ru/donations/v-nigerii-islamisty-ubili-hristian-patriarshij-ekzarhat-afriki-otkryvaet-srochnyj-sbor/,True,2.89K
28613,2026-03-08T20:20:21+00:00,"🇷🇺 🇦🇪 📞 On March 8, Minister of Foreign Affairs of Russia Sergey Lavrov and Minister of Foreign Affairs of the UAE Abdullah bin Zayed had follow-up a telephone conversation (to the one on March 1 ). 
 
 The Ministers expressed deep concern over the situation around Iran and spoke in favour of immediate steps to de-escalate the military confrontation . 
 
 Attention was drawn to the need to halt attacks leading to civilian casualties and damage to civilian infrastructure both in the Arab countries of the Persian Gulf and in Iran. 
 
 ❗️ The Sides consider it fundamentally important to resume political and diplomatic efforts aimed at reaching agreements to ensure reliable, long-term security in the region. 
 
 It was agreed to remain in contact and promote coordinated positions at the #UN and other international platforms. 
 
 #RussiaUAE",https://mid.ru/ru/foreign_policy/news/2084686/|https://t.me/MFARussia/28519|?q=%23UN|?q=%23RussiaUAE,True,2.77K
28573,2026-03-05T08:07:59+00:00,"🔴 #LIVE : Russian Foreign Minister Sergey Lavrov' s remarks at the ambassadors’ round-table on the Ukrainian crisis resolution 
 
 🔴 X (ex-Twitter) 
 
 🔴 Facebook 
 
 🔴 Ruptly 
 
 🔴 Russia's MFA Website",?q=%23LIVE|https://x.com/i/broadcasts/1nxnRYBlQoyxO|https://www.facebook.com/100069392071612/videos/1728063041495268|https://ruptly.video/event_route?link_id=f1a91aa7-ecb1-4730-bdc4-367535f3a5a8&amp;provider_id=13&amp;direction=video|https://mid.ru/en/press_service/video,False,2.28K
28574,2026-03-05T10:49:13+00:00,"🎙 Russian President Vladimir Putin's answer to a media question following talks with Minister of Foreign Affairs and Trade of Hungary Peter Szijjarto (March 4, 2026, Moscow) 
 
 ❓ Question: You mentioned the situation on the global gas markets. Many countries are panicking over the current events. Prices have soared, and it is unclear what will happen with prices and deliveries next. This makes one recall that Europe has repeatedly prohibited Russian gas imports. They are saying now that the deadline for the bans should be revised in light of the current global developments. 
 
 💬 Vladimir Putin: First of all, Russia has always been – and remains – a reliable supplier of energy resources to all its partners , including those in Europe. We will continue to work in this manner with partners who themselves remain reliable counterparties, such as Slovakia and Hungary in Eastern Europe. 
 
 We supply these countries with our energy resources, including oil and gas, and we intend to continue doing so provided that their authorities maintain this policy – in other words, if they remain reliable partners . 
 
 ☝️ The current developments in European energy markets are primarily the result of the flawed energy policy pursued by European authorities, the misuse of the green agenda, and the instrumentalisation of these tools for internal political purposes – to advance party or group interests. This policy has little to do with the real interests of their citizens. 
 
 Oil and gas prices have increased now. With regard to oil, this is understandable and is partly linked to restrictions on imports of Russian oil. At the same time, the situation has been further aggravated by developments in the Middle East r esulting from the aggression against Iran , which has produced a complicated and undoubtedly unpleasant outcome for consumers. 
 
 As for natural gas, under the current conditions there was no immediate link between the surge in prices on the European market and any reduction in supplies. After all, the main suppliers have not cut their deliveries. Who are these main suppliers? Algeria, the US, Norway, and, to some extent, Russia. None of them reduced their shipments, yet this did not prevent prices from climbing to as high as $700. 
 
 Why did this happen? It reflects the overall situation on global markets – including both oil and gas markets. In particular, it is driven by the fact that some buyers are prepared to pay a higher price for natural gas. In this case, the situation has also been influenced by developments in the Middle East, including the closure of the Strait of Hormuz and related factors. 
 
 When such premium buyers appear on the market, it naturally means that certain suppliers who have long served the European market – for example the US companies – will redirect their supplies to those offering the highest price . This is entirely natural and has nothing to do with politics. Just business. 
 
 👉 For this reason, I repeat: the situation largely stems from the misguided policies pursued by European governments. Moreover, they have been following this course for many years. 
 
 Recently they announced plans to introduce new restrictions on Russian gas imports in April – meaning that the 24th will effectively be the last day before these measures come into force on the 25th. Further restrictions are planned for 2027, up to a complete ban. 
 
 ☝️ Meanwhile, other markets are opening up. One may ask whether it would make sense for us to stop supplying the European market earlier and redirect these volumes to emerging markets, thereby strengthening our positions there. 
 
 I would like to emphazise that this is not a political matter. If we are likely to lose access to their market in a month or two anyway, it may make sense to cease supplies immediately and turn instead to countries that have been reliable partners for us , securing a stronger presence in their markets. 
 
 However, this is not a final decision . I will certainly instruct the Government to work this matter through with our companies.",http://en.kremlin.ru/events/president/news/79260|https://t.me/MFARussia/28570?single|https://t.me/MFARussia/28511,True,3.46K
28575,2026-03-05T12:08:07+00:00,"⚡️ Russia's Foreign Ministry statement on the situation in the Middle East (March 5, 2026) 
 
 💬 Moscow is deeply concerned that the situation in the Middle East continues to deteriorate. 
 
 There are no signs that the US and Israel – which launched a military operation under a completely far-fetched pretext aimed at overthrowing the legitimate authorities in Iran – are prepared to show restraint and stop the bloodshed. On the contrary, belligerent statements continue to flow from their capitals, while the Israeli army has carried out a new incursion into Lebanon. 
 
 Meanwhile, the aggressors are seeking to sow division within the Islamic world in the midst of the holy month of Ramadan. 
 
 They deliberately provoked Iran into retaliatory strikes against facilities in several Arab countries, which resulted in human casualties and material damage – developments that the Russian side deeply regrets. 
 
 In doing so, they are attempting to draw Arab states into a war serving someone else’s interests. At the same time, they are trying to divert attention from the catastrophic plight of the Palestinian people. 
 
 Russia once again calls on all parties to the current confrontation to immediately cease hostilities , including unacceptable strikes on the territory of the Arab states of the Gulf. 
 
 We consider attacks on civilians and strikes against any civilian infrastructure – whether in Iran or in the countries of the Gulf Cooperation Council – to be absolutely unacceptable. 
 
 ❗️ It is clear that the only way to prevent the region from sliding further into the abyss of destabilization is to stop the aggression of the US and Israel, which triggered this chain reaction of suffering for the Arab peoples.",https://mid.ru/en/foreign_policy/news/2084247/,True,6.52K
28576,2026-03-05T14:06:49+00:00,"⚡️ As a result of a complex negotiation process, 200 Russian servicemen were returned on March 5 from the territory controlled by the Kiev regime. 
 
 Their release became possible thanks to the humanitarian mediation of the UAE and the US. 
 
 All Russian servicemen who have returned home are receiving the necessary medical and psychological assistance. 
 
 ❗️ An exchange under the “300 for 300” formula is scheduled for March 6. 
 
 In total, 500 Russian servicemen are expected to return home on March 5-6.",https://mid.ru/en/foreign_policy/news/2084283/,False,5.69K
