url,title,date_extracted,content,category,title_en,content_en
https://www.1tv.ru/news/2026-01-25/531882,Силы ПВО перехватили за ночь 52 дрона ВСУ над Россией,2026-01-25,"В Новосибирске начались поиски пропавшей на берегу Оби девочки
В следственном управлении СК России по региону предполагают, что ребенок мог утонуть, катаясь на «ватрушке».
Сегодня, 15:35",,Air Defense Forces intercepted 52 AFU drones over Russia overnight,"In Novosibirsk began the search for missing on the banks of the Ob girl
The Investigative Department of the Investigative Committee of Russia in the region suggest that the child could drown while riding a “vatrushka”.
Today, 15:35."
https://www.1tv.ru/news/2026-01-25/531903,Синоптик рассказала о потеплении в Москве после морозов,2026-01-25,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
Сегодня, 15:50",,Forecaster told about warming in Moscow after frost,"Two US warships collided off the coast of South America
Two people were injured, the Wall Street Journal reported.
Today, 15:50."
https://www.1tv.ru/news/2026-01-26/531987,В Минобороны заявили о новых ударах по военным тылам на Украине,2026-01-26,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
12 февраля, 15:50",,The Ministry of Defense announced new strikes on the military rear in Ukraine,"Two US warships collided off the coast of South America
Two people were injured, the Wall Street Journal reported.
February 12, 15:50"
https://www.1tv.ru/news/2026-01-26/531966,Появились кадры с места крушения парома у побережья Филиппин,2026-01-26,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
12 февраля, 15:50",,Footage emerges from ferry crash site off Philippines coast,"Two US warships collided off the coast of South America
Two people were injured, the Wall Street Journal reported.
February 12, 15:50"
https://www.1tv.ru/news/2026-01-27/532127,Дептранс Москвы попросил такси не повышать цены на поездки из-за снегопада,2026-01-27,"Появились кадры с места трагедии на берегу Оби, где под лед провалилась девочка
В СК РФ по Новосибирской области сообщили, что ребенок находился на реке без присмотра взрослых.
12 февраля, 16:43",,Deptrans of Moscow asked the taxi not to raise prices for trips due to snow,"Footage from the scene of the tragedy on the banks of the Ob, where the girl fell under the ice
In the IC of the Russian Federation in the Novosibirsk region reported that the child was on the river without adult supervision.
February 12, 16:43"
https://www.1tv.ru/news/2026-01-28/532153,Выпуск новостей в 12:00 от 28.01.2026,2026-01-28,"Появились кадры с места трагедии на берегу Оби, где под лед провалилась девочка
В СК РФ по Новосибирской области сообщили, что ребенок находился на реке без присмотра взрослых.
12 февраля, 16:43",,News release at 12:00 from 28.01. 2026,"Footage from the scene of the tragedy on the banks of the Ob, where the girl fell under the ice
In the IC of the Russian Federation in the Novosibirsk region reported that the child was on the river without adult supervision.
February 12, 16:43"
https://www.1tv.ru/news/2026-01-24/531855,"Новый раунд переговоров между делегациями России, США и Украины может состояться уже на следующей неделе",2026-01-24,"Появились кадры с места трагедии на берегу Оби, где под лед провалилась девочка
В СК РФ по Новосибирской области сообщили, что ребенок находился на реке без присмотра взрослых.
12 февраля, 16:43",,"A new round of talks between the delegations of Russia, the United States and Ukraine may take place next week.","Footage from the scene of the tragedy on the banks of the Ob, where the girl fell under the ice
In the IC of the Russian Federation in the Novosibirsk region reported that the child was on the river without adult supervision.
February 12, 16:43"
https://www.1tv.ru/news/2026-02-07/533145,"Роберт Фицо считает, что Украине следует сконцентрироваться на переговорах с Россией",2026-02-07,"Мать жениха в шоу «Давай поженимся!» назвала причину, по которой разрушила последние отношения сына
Ирина была возмущена тем, что бывшая девушка Дмитрия не стирала его рубашки.
12 февраля, 17:20",,Robert Fico says Ukraine should focus on talks with Russia,"The mother of the groom in the show “Let’s get married!” called the reason why she ruined the last relationship of her son
Irina was outraged that Dmitry’s ex-girlfriend did not wash his shirts.
February 12, 17:20"
https://www.1tv.ru/news/2026-01-27/532066,"В Канаде скончался один из старейших ветеранов Великой Отечественной, участник обороны Ленинграда Виктор Хоменко",2026-01-27,"Мать жениха в шоу «Давай поженимся!» назвала причину, по которой разрушила последние отношения сына
Ирина была возмущена тем, что бывшая девушка Дмитрия не стирала его рубашки.
12 февраля, 17:20",,"In Canada, died one of the oldest veterans of the Great Patriotic War, a member of the defense of Leningrad Viktor Khomenko","The mother of the groom in the show “Let’s get married!” called the reason why she ruined the last relationship of her son
Irina was outraged that Dmitry’s ex-girlfriend did not wash his shirts.
February 12, 17:20"
https://www.1tv.ru/news/issue/2026-01-26/21:00,Выпуск программы «Время» в 21:00 от 26.01.2026,2026-01-26,"Москвича оштрафовали за изображения с нацистской символикой
Он обязан выплатить 360 тыс. рублей.
12 февраля, 17:39",,"Release of the program ""Time"" at 21:00 from 26.01. 2026","Muscovite fined for images with Nazi symbols
He is obliged to pay 360 thousand rubles.
February 12, 17:39"
https://www.1tv.ru/news/2026-02-12/533547,Москву накрыл новый снегопад,2026-02-12,"Москвича оштрафовали за изображения с нацистской символикой
Он обязан выплатить 360 тыс. рублей.
12 февраля, 17:39",,Moscow was covered by a new snowfall,"Muscovite fined for images with Nazi symbols
He is obliged to pay 360 thousand rubles.
February 12, 17:39"
https://www.1tv.ru/news/2026-01-28/532167,Расследование дела блогера Гасанова об отмывании денег завершено,2026-01-28,"Москвича оштрафовали за изображения с нацистской символикой
Он обязан выплатить 360 тыс. рублей.
12 февраля, 17:39",,The investigation of blogger Gasanov about money laundering is completed,"Muscovite fined for images with Nazi symbols
He is obliged to pay 360 thousand rubles.
February 12, 17:39"
https://www.1tv.ru/news/2026-01-26/531996,Владимир Путин в Санкт-Петербурге принимает короля Малайзии,2026-01-26,"Лидеры тепло приветствовали друг друга, обменялись рукопожатием. Запланировано их общение один на один, но перед этим для зарубежного гостя провели небольшую экскурсию по Эрмитажу.",,Vladimir Putin in St. Petersburg receives the king of Malaysia,"The leaders warmly greeted each other and exchanged handshakes. Their one-on-one communication is planned, but before that, a short tour of the Hermitage was held for a foreign guest."
https://www.1tv.ru/news/2026-01-26/531954,Адаптивный спортзал открыли в Белгородской области,2026-01-26,Это уже четвертая из подобных площадок. 10 тренажеров полностью российского производства. Они созданы с учетом пожеланий наших бойцов. Ассортимент в дальнейшем планируют расширить.,,Adaptive gym opened in the Belgorod region,This is the fourth such site. 10 simulators completely Russian production. They were created according to the wishes of our soldiers. The range is planned to be expanded in the future.
https://www.1tv.ru/news/2026-01-27/532115,Под контролем российской армии Купянск-Узловой в Харьковской области,2026-01-27,"Выпуск новостей в 18:00 от 12.02.2026
Смотрите в этом выпуске: групповой удар нашей армии по вражеским военным тылам; командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов; масштабные учения на полигоне Каспийской флотилии в Дагестане; итоги работы Росимущества Владимир Путин обсудил с главой ведомства Вадимом Яковенко; Куба переживает нефтяную блокаду США.
12 февраля, 18:30",,Under the control of the Russian army Kupyansk-Uzlova in the Kharkiv region,"News release at 18:00 from 12.02. 2026
See in this issue: a group strike of our army on enemy military rears; the command post of one of the formations of the group of troops ""South"" was visited by Defense Minister Andrei Belousov; large-scale exercises at the site of the Caspian Flotilla in Dagestan; the results of the work of the Federal Property Management Agency Vladimir Putin discussed with the head of the department Vadim Yakovenko; Cuba is experiencing an oil blockade of the United States.
February 12, 18:30"
https://www.1tv.ru/news/2026-01-24/531863,В Самарской области огневые испытания проходит ракетный двигатель РД-107,2026-01-24,"Выпуск новостей в 18:00 от 12.02.2026
Смотрите в этом выпуске: групповой удар нашей армии по вражеским военным тылам; командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов; масштабные учения на полигоне Каспийской флотилии в Дагестане; итоги работы Росимущества Владимир Путин обсудил с главой ведомства Вадимом Яковенко; Куба переживает нефтяную блокаду США.
12 февраля, 18:30",,In the Samara region firing tests passes rocket engine RD-107,"News release at 18:00 from 12.02. 2026
See in this issue: a group strike of our army on enemy military rears; the command post of one of the formations of the group of troops ""South"" was visited by Defense Minister Andrei Belousov; large-scale exercises at the site of the Caspian Flotilla in Dagestan; the results of the work of the Federal Property Management Agency Vladimir Putin discussed with the head of the department Vadim Yakovenko; Cuba is experiencing an oil blockade of the United States.
February 12, 18:30"
https://www.1tv.ru/news/2026-02-07/533141,Выпуск программы «Время» от 07.02.2026,2026-02-07,"Выпуск новостей в 18:00 от 12.02.2026
Смотрите в этом выпуске: групповой удар нашей армии по вражеским военным тылам; командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов; масштабные учения на полигоне Каспийской флотилии в Дагестане; итоги работы Росимущества Владимир Путин обсудил с главой ведомства Вадимом Яковенко; Куба переживает нефтяную блокаду США.
12 февраля, 18:30",,"Release of the program ""Time"" from 07.02. 2026","News release at 18:00 from 12.02. 2026
See in this issue: a group strike of our army on enemy military rears; the command post of one of the formations of the group of troops ""South"" was visited by Defense Minister Andrei Belousov; large-scale exercises at the site of the Caspian Flotilla in Dagestan; the results of the work of the Federal Property Management Agency Vladimir Putin discussed with the head of the department Vadim Yakovenko; Cuba is experiencing an oil blockade of the United States.
February 12, 18:30"
https://www.1tv.ru/news/2026-01-24/531831,Смотрите премьеру нового сезона шоу «Ледниковый период» на Первом канале,2026-01-24,"Выпуск новостей в 18:00 от 12.02.2026
Смотрите в этом выпуске: групповой удар нашей армии по вражеским военным тылам; командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов; масштабные учения на полигоне Каспийской флотилии в Дагестане; итоги работы Росимущества Владимир Путин обсудил с главой ведомства Вадимом Яковенко; Куба переживает нефтяную блокаду США.
12 февраля, 18:30",,Watch the premiere of the new season of the show “Ice Age” on the First channel,"News release at 18:00 from 12.02. 2026
See in this issue: a group strike of our army on enemy military rears; the command post of one of the formations of the group of troops ""South"" was visited by Defense Minister Andrei Belousov; large-scale exercises at the site of the Caspian Flotilla in Dagestan; the results of the work of the Federal Property Management Agency Vladimir Putin discussed with the head of the department Vadim Yakovenko; Cuba is experiencing an oil blockade of the United States.
February 12, 18:30"
https://www.1tv.ru/news/2026-01-28/532148,"Циклон, день второй: как в Москве справляются с последствиями снегопада",2026-01-28,"Выпуск новостей в 18:00 от 12.02.2026
Смотрите в этом выпуске: групповой удар нашей армии по вражеским военным тылам; командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов; масштабные учения на полигоне Каспийской флотилии в Дагестане; итоги работы Росимущества Владимир Путин обсудил с главой ведомства Вадимом Яковенко; Куба переживает нефтяную блокаду США.
12 февраля, 18:30",,"Cyclone, day two: how Moscow cope with the consequences of snowfall","News release at 18:00 from 12.02. 2026
See in this issue: a group strike of our army on enemy military rears; the command post of one of the formations of the group of troops ""South"" was visited by Defense Minister Andrei Belousov; large-scale exercises at the site of the Caspian Flotilla in Dagestan; the results of the work of the Federal Property Management Agency Vladimir Putin discussed with the head of the department Vadim Yakovenko; Cuba is experiencing an oil blockade of the United States.
February 12, 18:30"
https://www.1tv.ru/news/2026-02-10/533414,Международный конгресс госуправления объединил более 1200 участников,2026-02-10,"Выпуск новостей в 18:00 от 12.02.2026
Смотрите в этом выпуске: групповой удар нашей армии по вражеским военным тылам; командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов; масштабные учения на полигоне Каспийской флотилии в Дагестане; итоги работы Росимущества Владимир Путин обсудил с главой ведомства Вадимом Яковенко; Куба переживает нефтяную блокаду США.
12 февраля, 18:30",,"International Congress of Public Administration brings together more than 1,200 participants","News release at 18:00 from 12.02. 2026
See in this issue: a group strike of our army on enemy military rears; the command post of one of the formations of the group of troops ""South"" was visited by Defense Minister Andrei Belousov; large-scale exercises at the site of the Caspian Flotilla in Dagestan; the results of the work of the Federal Property Management Agency Vladimir Putin discussed with the head of the department Vadim Yakovenko; Cuba is experiencing an oil blockade of the United States.
February 12, 18:30"
https://www.1tv.ru/news/2026-02-03/532759,Украинские боевики обстреляли мирных жителей Новой Каховки в Херсонской области,2026-02-03,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",,Ukrainian militants fired at civilians of Novaya Kakhovka in Kherson region,"Tests of the first high-speed trains for HSR will begin in 2027
Completed welding of the bodies of the first train cars, said Deputy Prime Minister Vitaly Saveliev.
February 12, 19:35"
https://www.1tv.ru/news/2026-02-10/533410,Выпуск программы «Время» от 10.02.2026,2026-02-10,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",,"Release of the program ""Time"" from 10.02. 2026","Tests of the first high-speed trains for HSR will begin in 2027
Completed welding of the bodies of the first train cars, said Deputy Prime Minister Vitaly Saveliev.
February 12, 19:35"
https://www.1tv.ru/news/2026-02-12/533564,Владимир Путин поручил правительству доработать проект стратегии развития образования на ближайшее десятилетие,2026-02-12,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",,Vladimir Putin instructed the government to finalize the draft strategy for the development of education for the next decade,"Tests of the first high-speed trains for HSR will begin in 2027
Completed welding of the bodies of the first train cars, said Deputy Prime Minister Vitaly Saveliev.
February 12, 19:35"
https://www.1tv.ru/news/2026-01-25/531938,Стала известна причина смерти экс-гитариста «Любэ» Юрия Рыманова,2026-01-25,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",,Became known the cause of death of ex-guitarist “Lube” Yuri Rymanov,"Tests of the first high-speed trains for HSR will begin in 2027
Completed welding of the bodies of the first train cars, said Deputy Prime Minister Vitaly Saveliev.
February 12, 19:35"
https://www.1tv.ru/news/2026-01-24/531839,Стала известна вероятная причина смерти режиссера Александра Олейникова,2026-01-24,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",,Became known the probable cause of death of Director Alexander Oleynikov,"Tests of the first high-speed trains for HSR will begin in 2027
Completed welding of the bodies of the first train cars, said Deputy Prime Minister Vitaly Saveliev.
February 12, 19:35"
https://www.1tv.ru/news/2026-01-27/532068,"Мощный снегопад в Москве, по прогнозам, продлится до четверга",2026-01-27,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",,"Heavy snowfall in Moscow, forecast to last until Thursday","Tests of the first high-speed trains for HSR will begin in 2027
Completed welding of the bodies of the first train cars, said Deputy Prime Minister Vitaly Saveliev.
February 12, 19:35"
https://www.1tv.ru/news/2026-02-06/533044,Вышел трейлер и постер романтической комедии «Тюльпаны»,2026-02-06,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",,Released trailer and poster of the romantic comedy “Tulips”,"The priest believes that Valentine’s Day has become unfashionable in Russia
The decrease in excitement around the holiday, he noted, is encouraging.
February 12, 20:29"
https://www.1tv.ru/news/2026-02-09/533323,"Исполнитель рассказал, как готовилось покушение на генерала Владимира Алексеева",2026-02-09,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",,The executor told how the assassination attempt on General Vladimir Alekseev was prepared,"The priest believes that Valentine’s Day has become unfashionable in Russia
The decrease in excitement around the holiday, he noted, is encouraging.
February 12, 20:29"
https://www.1tv.ru/news/2026-01-25/531930,"Роспотребнадзор рассказал, как не заразиться вирусом Нипах",2026-01-25,"Выпуск программы «Время» в 21:00 от 12.02.2026
Командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов
Главе оборонного ведомства показали разработки специалистов подразделения: мобильный комплекс связи, беспилотники и наземные робототехнические комплексы, средства радиоэлектронной борьбы для прикрытия штурмовых групп.
12 февраля, 21:06",,Rospotrebnadzor told how not to get infected with the Nipah virus,"Release of the program ""Time"" at 21:00 from 12.02. 2026
The command post of one of the formations of the “South” group of troops was visited by Defense Minister Andrei Belousov
The head of the defense department was shown the development of specialists of the unit: a mobile communications complex, drones and ground robotic systems, electronic warfare to cover assault groups.
February 12, 21:06"
https://www.1tv.ru/news/2026-01-27/532076,В России вспоминают жертв блокадного Ленинграда,2026-01-27,"Макрон призвал ЕС к обсуждению архитектуры евробезопасности с Россией
Он заявил о необходимости проработать позицию, чтобы быть готовыми для обсуждения вопроса с РФ.
12 февраля, 21:13",,In Russia remember the victims of the siege of Leningrad,"Macron urges EU to discuss European security architecture with Russia
He stressed the need to work out a position to be ready to discuss the issue with Russia.
February 12, 21:13"
https://www.1tv.ru/news/2026-02-11/533523,Премьер Словакии Роберт Фицо призвал ЕС вместо санкций начать переговоры с Россией,2026-02-11,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",,Slovak Prime Minister Robert Fico urges EU to start talks with Russia instead of sanctions,"Release of the program ""Time"" from 12.02. 2026
See in this issue: the Russian Defense Ministry confirmed a group strike on energy facilities associated with the Ukrainian military-industrial complex; at the command post of one of the formations of the “Southern” group of troops, the Minister of Defense held a meeting; the crimes of the Kiev regime against civilians were discussed at a meeting of the head of the Investigative Committee; Vladimir Putin met with the head of the Federal Property Management Agency Vadim Yakovenko.
February 12, 22:00"
https://www.1tv.ru/news/2026-01-25/531944,В России идет набор в войска беспилотных систем на конкурсной основе,2026-01-25,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",,Russia is recruiting unmanned systems on a competitive basis,"Release of the program ""Time"" from 12.02. 2026
See in this issue: the Russian Defense Ministry confirmed a group strike on energy facilities associated with the Ukrainian military-industrial complex; at the command post of one of the formations of the “Southern” group of troops, the Minister of Defense held a meeting; the crimes of the Kiev regime against civilians were discussed at a meeting of the head of the Investigative Committee; Vladimir Putin met with the head of the Federal Property Management Agency Vadim Yakovenko.
February 12, 22:00"
https://www.1tv.ru/news/2026-01-27/532096,"Взаимодействие Вооруженных сил России и Китая организовано на высоком уровне, отметил глава Минобороны РФ",2026-01-27,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",,"The interaction of the Armed Forces of Russia and China is organized at a high level, said the head of the Russian Defense Ministry","Release of the program ""Time"" from 12.02. 2026
See in this issue: the Russian Defense Ministry confirmed a group strike on energy facilities associated with the Ukrainian military-industrial complex; at the command post of one of the formations of the “Southern” group of troops, the Minister of Defense held a meeting; the crimes of the Kiev regime against civilians were discussed at a meeting of the head of the Investigative Committee; Vladimir Putin met with the head of the Federal Property Management Agency Vadim Yakovenko.
February 12, 22:00"
https://www.1tv.ru/news/2026-01-26/531952,Выбор сделан: как готовят резервистов и где проходит обучение,2026-01-26,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",,The choice is made: how to train reservists and where to train,"Release of the program ""Time"" from 12.02. 2026
See in this issue: the Russian Defense Ministry confirmed a group strike on energy facilities associated with the Ukrainian military-industrial complex; at the command post of one of the formations of the “Southern” group of troops, the Minister of Defense held a meeting; the crimes of the Kiev regime against civilians were discussed at a meeting of the head of the Investigative Committee; Vladimir Putin met with the head of the Federal Property Management Agency Vadim Yakovenko.
February 12, 22:00"
https://www.1tv.ru/news/2026-01-27/532095,В 2025 году почти на треть увеличилось число заявок на регистрацию изобретений от ИП,2026-01-27,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",,"In 2025, the number of applications for registration of inventions from IP increased by almost a third","Release of the program ""Time"" from 12.02. 2026
See in this issue: the Russian Defense Ministry confirmed a group strike on energy facilities associated with the Ukrainian military-industrial complex; at the command post of one of the formations of the “Southern” group of troops, the Minister of Defense held a meeting; the crimes of the Kiev regime against civilians were discussed at a meeting of the head of the Investigative Committee; Vladimir Putin met with the head of the Federal Property Management Agency Vadim Yakovenko.
February 12, 22:00"
